DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,21-00,11.7,50,0.95,962.587236306403,0,0,83,81,,,,,,,,
,22-00,11.6,45,0.95,858.923995473406,0,0,77,93,,,,,,,,
,23-00,11.7,40,0.95,770.069789045123,0,0,77,93,,,,,,,,
,24-00,11.7,39,0.95,750.818044318995,0,0,77,93,,,,,,,,
07/21/2021,01-00,11.8,38,0.93,722.285971365913,0,0,78,91,,,,,,,,
,02-00,11.8,38,0.93,722.285971365913,0,0,78,91,,,,,,,,
,03-00,11.8,65,0.93,1235.48916154696,0,0,78,91,,,,,,,,
,04-00,11.6,65,0.93,1214.54866728345,0,0,80,91,,,,,,,,
,05-00,11.5,66,0.93,1222.60270353864,0,0,80,91,,,,,,,,
,06-00,11.3,69,0.93,1255.94641363515,0,0,80,91,,,,,,,,
,07-00,11.5,73,0.93,1352.27268724729,0,0,79,91,,,,,,,,
,08-00,11.4,75,0.93,1377.24019963839,0,0,79,91,,,,,,,,
,09-00,11.6,78,0.93,1457.45840074014,0,0,79,91,,,,,,,,
,10-00,11.6,76,0.93,1420.08767251603,0,0,80,82,,,,,,,,
,11-00,11.7,70,0.93,1319.25113860099,0,0,80,82,,,,,,,,
,12-00,11.7,68,0.93,1281.55824892667,0,0,80,82,,,,,,,,
,13-00,11.7,65,0.93,1225.0189144152,0,0,78,90,,,,,,,,
,14-00,11.8,63,0.93,1197.47411042243,0,0,78,90,,,,,,,,
,15-00,11.8,63,0.93,1197.47411042243,0,0,78,90,,,,,,,,
,16-00,11.8,62,0.93,1178.46658486017,0,0,77,90,,,,,,,,
,17-00,11.8,60,0.93,1140.45153373565,0,0,77,90,,,,,,,,
,18-00,11.9,60,0.93,1150.11637724189,0,0,77,90,,,,,,,,
,19-00,11.8,55,0.93,1045.41390592435,0,0,77,91,,,,,,,,
,20-00,11.7,52,0.93,980.015131532162,0,0,77,91,,,,,,,,
,21-00,11.7,50,0.93,942.322241857848,0,0,77,91,,,,,,,,
,22-00,11.7,43,0.93,810.397127997749,0,0,77,90,,,,,,,,
,23-00,11.7,40,0.93,753.857793486278,0,0,77,90,,,,,,,,
,24-00,11.7,38,0.93,716.164903811964,0,0,77,90,,,,,,,,
07/22/2021,01-00,11.8,36,0.93,684.270920241391,0,0,76,93,,,,,,,,
,02-00,11.8,34,0.93,646.255869116869,0,0,76,93,,,,,,,,
,03-00,11.8,34,0.93,646.255869116869,0,0,76,93,,,,,,,,
,04-00,11.8,34,0.93,646.255869116869,0,0,76,93,,,,,,,,
,05-00,11.6,34,0.93,635.302379809804,0,0,76,93,,,,,,,,
,06-00,11.4,60,0.93,1101.79215971071,0,0,76,93,,,,,,,,
,07-00,11.8,60,0.93,1140.45153373565,0,0,76,93,,,,,,,,
,08-00,11.8,62,0.93,1178.46658486017,0,0,76,93,,,,,,,,
,09-00,11.6,60,0.93,1121.12184672318,0,0,76,93,,,,,,,,
,10-00,11.5,58,0.93,1074.40843644305,0,0,77,91,,,,,,,,
,11-00,11.5,64,0.93,1185.55413676475,0,0,77,91,,,,,,,,
,12-00,11.7,39,0.93,735.011348649121,0,0,77,91,,,,,,,,
,13-00,11.7,39,0.93,735.011348649121,0,0,77,91,,,,,,,,
,14-00,11.7,56,0.93,1055.40091088079,0,0,77,91,,,,,,,,
,15-00,11.7,43,0.93,810.397127997749,0,0,77,91,,,,1,,,,
,16-00,11.8,42,0.93,798.316073614956,0,0,77,91,,,,1,,,,
,17-00,11.9,42,0.93,805.08146406932,0,0,77,91,,,,1,,,,
,18-00,11.9,36,0.93,690.069826345131,0,0,77,91,,,,,,,,
,19-00,11.9,39,0.93,747.575645207226,0,0,77,91,,,,,,,,
,20-00,11.9,38,0.93,728.407038919861,0,0,77,91,,,,,,,,
,21-00,11.8,28,0.93,532.210715743304,0,0,77,91,,,,,,,,
,22-00,11.1,28,0.93,500.638893622939,0,0,77,91,,,,,,,,
,23-00,12,26,0.93,502.571862324186,0,0,77,91,,,,,,,,
,24-00,12,26,0.93,502.571862324186,0,0,77,91,,,,,,,,
07/23/2021,01-00,11.9,26,0.97,519.819624265956,0,0,80,87,,,,,,,,
,02-00,12,26,0.97,524.187856402645,0,0,80,87,,,,,,,,
,03-00,11.9,27,0.97,539.812686737724,0,0,80,87,,,,,,,,
,04-00,11.9,26,0.97,519.819624265956,0,0,80,82,,,,,,,,
,05-00,11.9,27,0.97,539.812686737724,0,0,80,82,,,,,,,,
,06-00,12,28,0.97,564.509999202849,0,0,80,82,,,,,,,,
,07-00,11.9,65,0.97,1299.54906066489,0,0,75,93,,,,1,,,,
,08-00,11.6,77,0.97,1500.65574788091,0,0,75,93,,,,1,,,,
,09-00,11.6,75,0.97,1461.67767650738,0,0,75,93,,,,1,,,,
,10-00,11.5,76,0.97,1468.39803364074,0,0,77,90,,,,,,,,
,11-00,11.5,65,0.97,1255.866739298,0,0,77,90,,,,,,,,
,12-00,11.5,76,0.97,1468.39803364074,0,0,77,90,,,,1,,,,
,13-00,11.4,70,0.97,1340.71124810677,0,0,76,90,,,,,,,,
,14-00,11.3,70,0.97,1328.95062312337,0,0,76,90,,,,,,,,
,15-00,11.3,74,0.97,1404.89065873042,0,0,76,90,,,,,,,,
,16-00,11.2,66,0.97,1241.92199824627,0,0,77,78,,,,,,,,
,17-00,11.4,66,0.97,1264.09917678638,0,0,77,78,,,,,,,,
,18-00,11.4,66,0.97,1264.09917678638,0,0,77,78,,,,,,,,
,19-00,11.5,48,0.97,927.40928440468,0,0,76,90,,,,,,,,
,20-00,11.6,48,0.97,935.47371296472,0,0,76,90,,,,,,,,
,21-00,11.6,42,0.97,818.53949884413,0,0,76,90,,,,,,,,
,22-00,11.6,40,0.97,779.5614274706,0,0,76,90,,,,,,,,
,23-00,11.6,38,0.97,740.58335609707,0,0,76,90,,,,,,,,
,24-00,11.7,30,0.97,589.711338452976,0,0,76,90,,,,,,,,
07/24/2021,01-00,11.7,27,0.89,486.967816598797,0,0,77,86,,,,,,,,
,02-00,11.7,27,0.89,486.967816598797,0,0,77,86,,,,,,,,
,03-00,11.7,27,0.89,486.967816598797,0,0,77,86,,,,,,,,
,04-00,11.7,27,0.89,486.967816598797,0,0,84,68,,,,,,,,
,05-00,11.7,27,0.89,486.967816598797,0,0,84,68,,,,,,,,
,06-00,11.5,60,0.89,1063.65240092805,0,0,84,68,,,,,,,,
,07-00,11.3,91,0.89,1585.15038242654,0,0,86,63,,,,,,,,
,08-00,11.3,108,0.89,1881.27737694578,0,0,86,63,,,,,,,,
,09-00,11.3,108,0.89,1881.27737694578,0,0,86,63,,,,,,,,
,10-00,11.2,130,0.89,2244.46071848005,0,0,86,62,,,,,,,,
,11-00,11.4,138,0.89,2425.12747411595,0,0,86,62,,,,,,,,
,12-00,11.4,138,0.89,2425.12747411595,0,0,86,62,,,,,,,,
,13-00,11.3,151,0.89,2630.30448072975,0,0,80,85,,,,,,,,
,14-00,11.3,160,0.89,2787.07759547523,0,0,80,85,,,,,,,,
,15-00,11.2,161,0.89,2779.6782744253,0,0,80,85,,,,,,,,
,16-00,11.2,170,0.89,2935.06401647392,0,0,79,88,,,,,,,,
,17-00,11.2,172,0.89,2969.59418137361,0,0,79,88,,,,,,,,
,18-00,11.2,142,0.89,2451.64170787821,0,0,79,88,,,,,,,,
,19-00,11.8,54,0.89,982.259869378771,0,0,76,88,,,,,,,,
,20-00,11.7,50,0.89,901.792252960736,0,0,76,88,,,,,,,,
,21-00,11.8,45,0.89,818.549891148976,0,0,76,88,,,,,,,,
,22-00,11.8,42,0.89,763.979898405711,0,0,77,90,,,,,,,,
,23-00,11.7,39,0.89,703.397957309374,0,0,77,90,,,,,,,,
,24-00,11.7,39,0.89,703.397957309374,0,0,77,90,,,,,,,,
07/25/2021,01-00,11.6,34,0.97,662.62721335001,1,0,83,74,,,,,,,,
,02-00,11.6,34,0.97,662.62721335001,1,0,83,74,,,,,,,,
,03-00,11.4,34,0.97,651.202606223286,1,0,83,74,,,,,,,,
,04-00,11.4,42,0.97,804.426748864059,1,0,86,56,,,,,,,,
,05-00,11.3,54,0.97,1025.19048069517,1,0,86,56,,,,,,,,
,06-00,11.2,80,0.97,1505.35999787426,1,0,86,56,,,,,,,,
,07-00,11.2,140,0.97,2634.37999627996,1,0,88,50,,,,,,,,
,08-00,11.4,168,0.97,3217.70699545624,1,0,88,50,,,,,,,,
,09-00,11.4,172,0.97,3294.31906677662,1,0,88,50,,,,,,,,
,10-00,11.4,174,0.97,3332.62510243682,1,0,87,59,,,,,,,,
,11-00,11.6,160,0.97,3118.2457098824,1,0,87,59,,,,,,,,
,12-00,11.6,170,0.97,3313.13606675005,1,0,87,59,,,,,,,,
,13-00,11.5,163,0.97,3149.32736162422,1,0,79,90,,,,,,,,
,14-00,11.6,166,0.97,3235.17992400299,1,0,79,90,,,,,,,,
,15-00,11.6,164,0.97,3196.20185262946,1,0,79,90,,,,,,,,
,16-00,11.6,166,0.97,3235.17992400299,1,0,80,90,,,,,,,,
,17-00,11.6,164,0.97,3196.20185262946,1,0,80,90,,,,,,,,
,18-00,11.2,153,0.97,2879.00099593453,1,0,80,90,,,,,,,,
,19-00,12,58,0.97,1169.3421412059,1,0,78,88,,,,,,,,
,20-00,11.9,48,0.97,959.666998644842,1,0,78,88,,,,,,,,
,21-00,11.8,48,0.97,951.602570084802,1,0,78,88,,,,,,,,
,22-00,11.9,46,0.97,919.680873701307,1,0,78,88,,,,,,,,
,23-00,11.9,44,0.97,879.694748757772,1,0,78,88,,,,,,,,
,24-00,12,41,0.97,826.603927404171,1,0,78,88,,,,,,,,
07/26/2021,01-00,11.8,60,0.85,1042.34817599495,0,0,84,76,,,,,,,,
,02-00,11.8,64,0.85,1111.83805439461,0,0,84,76,,,,,,,,
,03-00,11.7,64,0.85,1102.41569800144,0,0,84,76,,,,,,,,
,04-00,11.6,64,0.85,1092.99334160826,0,0,90,54,,,,,,,,
,05-00,11.6,86,0.85,1468.70980278611,0,0,90,54,,,,,,,,
,06-00,11,88,0.85,1425.13140446767,0,0,90,54,,,,,,,,
,07-00,11.2,172,0.85,2836.12927434558,0,0,92,48,,,,,,,,
,08-00,11.1,182,0.85,2974.22568523305,0,0,92,48,,,,,,,,
,09-00,11,225,0.85,3643.80188642303,0,0,92,48,,,,,,,,
,10-00,11.2,241,0.85,3973.87880882143,0,0,92,46,,,,,,,,
,11-00,11.2,229,0.85,3776.00932456476,0,0,92,46,,,,,,,,
,12-00,11.7,193,0.85,3324.47233928559,0,0,92,46,,,,,,,,
,13-00,11.8,202,0.85,3509.238859183,0,0,89,57,,,,,,,,
,14-00,11.9,209,0.85,3661.61602897887,0,0,89,57,,,,,,,,
,15-00,11.6,214,0.85,3654.69648600263,0,0,89,57,,,,,,,,
,16-00,11.4,220,0.85,3692.38591157533,0,0,87,57,,,,,,,,
,17-00,11.6,210,0.85,3586.38440215212,0,0,87,57,,,,,,,,
,18-00,11.8,202,0.85,3509.238859183,0,0,87,57,,,,,,,,
,19-00,11.6,58,0.85,990.52521583249,0,0,78,90,,,,,,,,
,20-00,11.6,55,0.85,939.291152944602,0,0,78,90,,,,,,,,
,21-00,11.6,52,0.85,888.057090056715,0,0,78,90,,,,,,,,
,22-00,11.6,50,0.85,853.901048131456,0,0,82,62,,,,,,,,
,23-00,11.7,46,0.85,792.361282938534,0,0,82,62,,,,,,,,
,24-00,11.8,42,0.85,729.643723196465,0,0,82,62,,,,,,,,
07/27/2021,01-00,11.4,95,0.84,1575.68126066156,0,0,83,62,,,,,,,,
,02-00,11.4,95,0.84,1575.68126066156,0,0,83,62,,,,,,,,
,03-00,11.4,95,0.84,1575.68126066156,0,0,83,62,,,,,,,,
,04-00,11.4,123,0.84,2040.09257959339,0,0,88,51,,,,,,,,
,05-00,11.3,136,0.84,2235.92517210035,0,0,88,51,,,,,,,,
,06-00,11.2,181,0.84,2949.41925356705,0,0,88,51,,,,,,,,
,07-00,11,231,0.84,3696.95852570731,0,0,90,47,,,,,,,,
,08-00,11.2,229,0.84,3731.58568545223,0,0,90,47,,,,,,,,
,09-00,11.3,210,0.84,3452.53151574319,0,0,90,47,,,,,1,,,
,10-00,11.3,230,0.84,3781.34404105207,0,0,90,46,,,,,,,,
,11-00,11.3,230,0.84,3781.34404105207,0,0,90,46,,,,,,,,
,12-00,11.4,228,0.84,3781.63502558774,0,0,90,46,,,,,,,,
,13-00,11.4,228,0.84,3781.63502558774,0,0,87,55,,,,,,,,
,14-00,11.6,226,0.84,3814.22529358296,0,0,87,55,,,,,,,,
,15-00,11.6,226,0.84,3814.22529358296,0,0,87,55,,,,,,,,
,16-00,11.7,216,0.84,3676.88059274598,0,0,84,73,,,,,,,,
,17-00,11.6,210,0.84,3544.19164447974,0,0,84,73,,,,,,,,
,18-00,11.2,182,0.84,2965.71438756465,0,0,84,73,,,,,,,,
,19-00,11.7,54,0.84,919.220148186494,0,0,85,61,,,,,,,,
,20-00,11.6,54,0.84,911.363565723362,0,0,85,61,,,,,,,,
,21-00,11.6,57,0.84,961.994874930215,0,0,85,61,,,,,,,,
,22-00,11.6,50,0.84,843.855153447557,0,0,82,70,,,,,,,,
,23-00,11.6,46,0.84,776.346741171752,0,0,82,70,,,,,,,,
,24-00,11.6,42,0.84,708.838328895948,0,0,82,70,,,,,,,,
07/28/2021,01-00,11.4,95,0.93,1744.5042528753,0,0,83,67,,,,,,,,
,02-00,11.4,95,0.93,1744.5042528753,0,0,83,67,,,,,,,,
,03-00,11.4,95,0.93,1744.5042528753,0,0,83,67,,,,,,,,
,04-00,11.4,123,0.93,2258.67392740696,0,0,87,50,,,,,,,,
,05-00,11.3,136,0.93,2475.48858339682,0,0,87,50,,,,,,,,
,06-00,11.2,180,0.93,3247.38741809474,0,0,87,50,,,,,,,,
,07-00,11,243,0.93,4305.6877820274,0,0,90,45,,,,,,,,
,08-00,11,259,0.93,4589.18985821027,0,0,90,45,,,,,,,,
,09-00,11.3,202,0.93,3676.82863122175,0,0,90,45,,,,,1,,,
,10-00,11.4,273,0.93,5013.15432668375,0,0,90,49,,,,,,,,
,11-00,11.8,275,0.93,5227.06952962174,0,0,90,49,,,,,,,,
,12-00,11.8,272,0.93,5170.04695293495,0,0,90,49,,,,,,,,
,13-00,11.8,258,0.93,4903.9415950633,0,0,85,60,,,,,,,,
,14-00,11.8,258,0.93,4903.9415950633,0,0,85,60,,,,,,,,
,15-00,11.8,251,0.93,4770.88891612748,0,0,85,60,,,,,,,,
,16-00,11.8,238,0.93,4523.79108381808,0,0,85,57,,,,,,,,
,17-00,11.4,240,0.93,4407.16863884286,0,0,85,57,,,,,,,,
,18-00,11.6,227,0.93,4241.57765343604,0,0,85,57,,,,,,,,
,19-00,11.6,48,0.93,896.897477378546,0,0,83,79,,,,,,,,
,20-00,11.6,48,0.93,896.897477378546,0,0,83,79,,,,,,,,
,21-00,11.3,48,0.93,873.701852963584,0,0,83,79,,,,,,,,
,22-00,11.2,48,0.93,865.969978158596,0,0,83,64,,,,,,,,
,23-00,11.8,46,0.93,874.346175864,0,0,83,64,,,,,,,,
,24-00,11.8,42,0.93,798.316073614956,0,0,83,64,,,,,,,,
07/29/2021,01-00,11,64,0.83,1012.07192787865,0,0,81,67,,,,,,,,
,02-00,11.7,68,0.83,1143.75628667649,0,0,81,67,,,,,,,,
,03-00,11.7,72,0.83,1211.0360682457,0,0,81,67,,,,,,,,
,04-00,11.6,72,0.83,1200.68533261967,0,0,84,63,,,,,,,,
,05-00,11.6,160,0.83,2668.1896280437,0,0,84,63,,,,,,,,
,06-00,11.3,206,0.83,3346.45033198283,0,0,84,63,,,,,,,,
,07-00,11,244,0.83,3858.52422503734,0,0,83,65,,,,,,,,
,08-00,11.2,252,0.83,4057.48836540439,0,0,83,65,,,,,,,,
,09-00,11.8,240,0.83,4071.2893462391,0,0,83,65,,,,,,,,
,10-00,11.8,240,0.83,4071.2893462391,0,0,85,63,,,,,,,,
,11-00,11.8,215,0.83,3647.19670600586,0,0,85,63,,,,,,,,
,12-00,11.8,210,0.83,3562.37817795921,0,0,85,63,,,,,,,,
,13-00,11.7,213,0.83,3582.64836856019,0,0,83,65,,,,,,,,
,14-00,11.7,197,0.83,3313.52924228337,0,0,83,65,,,,,,,,
,15-00,11.7,190,0.83,3195.78962453726,0,0,83,65,,,,,,,,
,16-00,11.6,166,0.83,2768.24673909534,0,0,82,67,,,,,,,,
,17-00,11.6,166,0.83,2768.24673909534,0,0,82,67,,,,,,,,
,18-00,11.6,166,0.83,2768.24673909534,0,0,82,67,,,,,,,,
,19-00,11.8,51,0.83,865.148986075809,0,0,84,64,,,,,,,,
,20-00,11.8,51,0.83,865.148986075809,0,0,84,64,,,,,,,,
,21-00,11.8,51,0.83,865.148986075809,0,0,84,64,,,,,,,,
,22-00,11.8,48,0.83,814.25786924782,0,0,81,70,,,,,,,,
,23-00,11.8,46,0.83,780.330458029161,0,0,81,70,,,,,,,,
,24-00,11.8,42,0.83,712.475635591842,0,0,81,70,,,,,,,,
07/30/2021,01-00,11.6,105,0.83,1750.99944340368,0,0,84,69,,,,,,,,
,02-00,11.6,105,0.83,1750.99944340368,0,0,84,69,,,,,,,,
,03-00,11.6,105,0.83,1750.99944340368,0,0,84,69,,,,,,,,
,04-00,11.4,110,0.83,1802.75312153384,0,0,87,65,,,,,,,,
,05-00,11.2,135,0.83,2173.65448146664,0,0,87,65,,,,,,,,
,06-00,11.2,163,0.83,2624.48652206713,0,0,87,65,,,,,,,,
,07-00,11,235,0.83,3716.2016101794,0,0,86,70,,,,,,,,
,08-00,11.2,244,0.83,3928.67921094711,0,0,86,70,1,,,,,,,
,09-00,11.5,241,0.83,3984.31441493703,0,0,86,70,1,,,,,,,
,10-00,11.8,41,0.83,695.511929982513,0,0,84,69,,,,,,,,
,11-00,11,266,0.83,4206.42395024562,0,0,84,69,,,,,,,,
,12-00,11,279,0.83,4412.00106059597,0,0,84,69,,,,,,,,
,13-00,11.3,266,0.83,4321.14460343414,0,0,83,72,,,,,,,,
,14-00,11.4,251,0.83,4113.5548500454,0,0,83,72,,,,,,,,
,15-00,11.5,244,0.83,4033.91168981176,0,0,83,72,,,,,,,,
,16-00,11.7,237,0.83,3986.32705797542,0,0,85,64,,,,,,,,
,17-00,11.7,207,0.83,3481.72869620638,0,0,85,64,,,,,,,,
,18-00,11.6,167,0.83,2784.92292427062,0,0,85,64,,,,,,,,
,19-00,11.7,48,0.83,807.357378830465,0,0,82,71,,,,,,,,
,20-00,11.7,48,0.83,807.357378830465,0,0,82,71,,,,,,,,
,21-00,11.7,47,0.83,790.537433438164,0,0,82,71,,,,,,,,
,22-00,11.8,46,0.83,780.330458029161,0,0,82,68,,,,,,,,
,23-00,11.9,44,0.83,752.728496359743,0,0,82,68,,,,,,,,
,24-00,11.8,42,0.83,712.475635591842,0,0,82,68,,,,,,,,
07/31/2021,01-00,11.6,32,0.85,546.496670804132,0,0,81,71,,,,,,,,
,02-00,11.6,102,0.85,1741.95813818817,0,0,81,71,,,,,,,,
,03-00,11.7,108,0.85,1860.32649037743,0,0,81,71,,,,,,,,
,04-00,11.7,118,0.85,2032.57894319015,0,0,86,65,,,,,,,,
,05-00,11.4,124,0.85,2081.16296834246,0,0,86,65,,,,,,,,
,06-00,11.4,168,0.85,2819.64015065753,0,0,86,65,,,,,,,,
,07-00,11,233,0.85,3773.35928682918,0,0,89,57,,,,,,,,
,08-00,11.3,237,0.85,3942.81447758768,0,0,89,57,,,,,,,,
,09-00,11.3,242,0.85,4025.99621762117,0,0,89,57,,,,,,,,
,10-00,11.5,243,0.85,4114.18358448854,0,0,89,53,,,,,,,,
,11-00,11.6,240,0.85,4098.72503103099,0,0,89,53,,,,,,,,
,12-00,11.7,238,0.85,4099.60837694285,0,0,89,53,,,,,,,,
,13-00,12,243,0.85,4293.06113164022,0,0,87,61,,,,,,,,
,14-00,11.6,239,0.85,4081.64701006836,0,0,87,61,,,,,,,,
,15-00,11.6,237,0.85,4047.4909681431,0,0,87,61,,,,,,,,
,16-00,11.6,233,0.85,3979.17888429259,0,0,86,63,,,,,,,,
,17-00,11.6,205,0.85,3500.99429733897,0,0,86,63,,,,,,,,
,18-00,11.8,166,0.85,2883.82995358603,0,0,86,63,,,,,,,,
,19-00,11.9,50,0.85,875.98469592796,0,0,82,68,,,,,,,,
,20-00,11.8,50,0.85,868.623479995792,0,0,82,68,,,,,,,,
,21-00,11.7,48,0.85,826.811773501079,0,0,82,68,,,,,,,,
,22-00,11.7,46,0.85,792.361282938534,0,0,81,68,,,,,,,,
,23-00,11.6,44,0.85,751.432922355682,0,0,81,68,,,,,,,,
,24-00,11.5,42,0.85,711.093459047403,0,0,81,68,,,,,,,,
08/01/2021,01-00,11.4,110,0.84,1824.47303866075,1,0,82,68,,,,,,,,
,02-00,11.4,110,0.84,1824.47303866075,1,0,82,68,,,,,,,,
,03-00,11.4,110,0.84,1824.47303866075,1,0,82,68,,,,,,,,
,04-00,11.3,126,0.84,2071.51890944592,1,0,86,58,,,,,,,,
,05-00,11.3,138,0.84,2268.80642463124,1,0,86,58,,,,,,,,
,06-00,11.2,233,0.84,3796.76622144266,1,0,86,58,,,,,,,,
,07-00,11.2,283,0.84,4611.52292132306,1,0,87,60,,,,,,,,
,08-00,11.6,280,0.84,4725.58885930632,1,0,87,60,,,,,,,,
,09-00,11.7,279,0.84,4749.30409896355,1,0,87,60,,,,,,,,
,10-00,11.4,271,0.84,4494.83812251876,1,0,87,57,,,,,,,,
,11-00,11.4,265,0.84,4395.32141131909,1,0,87,57,,,,,,,,
,12-00,11.4,265,0.84,4395.32141131909,1,0,87,57,,,,,,,,
,13-00,11.6,242,0.84,4084.25894268618,1,0,86,59,,,,,,,,
,14-00,11.8,197,0.84,3382.11325811067,1,0,86,59,,,,,,,,
,15-00,11.8,197,0.84,3382.11325811067,1,0,86,59,,,,,,,,
,16-00,11.8,202,0.84,3467.95369613379,1,0,85,59,,,,,,,,
,17-00,11.4,195,0.84,3234.29311398952,1,0,85,59,,,,,,,,
,18-00,11.7,188,0.84,3200.24792331594,1,0,85,59,,,,,,,,
,19-00,11.6,50,0.84,843.855153447557,1,0,85,68,,,,,,,,
,20-00,11.7,55,0.84,936.242743523281,1,0,85,68,,,,,,,,
,21-00,11.7,50,0.84,851.129766839346,1,0,85,68,,,,,,,,
,22-00,11.7,48,0.84,817.084576165772,1,0,80,68,,,,,,,,
,23-00,11.6,44,0.84,742.59253503385,1,0,80,68,,,,,,,,
,24-00,11.5,42,0.84,702.727653646845,1,0,80,68,,,,,,,,
08/02/2021,01-00,11.4,114,0.83,1868.30778049871,0,0,82,68,,,,,,,,
,02-00,11.4,114,0.83,1868.30778049871,0,0,82,68,,,,,,,,
,03-00,11.4,114,0.83,1868.30778049871,0,0,82,68,,,,,,,,
,04-00,11.3,126,0.83,2046.85797004775,0,0,87,55,,,,,,,,
,05-00,11.3,138,0.83,2241.79682433801,0,0,87,55,,,,,,,,
,06-00,11,199,0.83,3146.91115074767,0,0,87,55,,,,,,,,
,07-00,11.4,264,0.83,4326.60749168121,0,0,88,50,,,,,,,,
,08-00,11.2,266,0.83,4282.90438570463,0,0,88,50,,,,,,,,
,09-00,11.4,280,0.83,4588.82612754068,0,0,88,50,,,,,,,,
,10-00,11.6,266,0.83,4435.86525662266,0,0,89,49,,,,,,,,
,11-00,11.8,250,0.83,4240.9264023324,0,0,89,49,,,,,,,,
,12-00,11.8,248,0.83,4206.99899111374,0,0,89,49,,,,,,,,
,13-00,11.8,240,0.83,4071.2893462391,0,0,86,57,,,,,,,,
,14-00,11.8,242,0.83,4105.21675745776,0,0,86,57,,,,,,,,
,15-00,11.8,243,0.83,4122.18046306709,0,0,86,57,,,,,,,,
,16-00,11.7,221,0.83,3717.2079316986,0,0,84,61,,,,,,,,
,17-00,11.7,211,0.83,3549.00847777559,0,0,84,61,,,,,,,,
,18-00,11.6,198,0.83,3301.88466470408,0,0,84,61,,,,,,,,
,19-00,11.4,154,0.83,2523.85437014737,0,0,83,62,,,,,,,,
,20-00,11.4,151,0.83,2474.68837592372,0,0,83,62,,,,,,,,
,21-00,11.7,50,0.83,840.997269615068,0,0,83,62,,,,,,,,
,22-00,11.7,48,0.83,807.357378830465,0,0,82,68,,,,,,,,
,23-00,11.6,46,0.83,767.104518062565,0,0,82,68,,,,,,,,
,24-00,11.5,42,0.83,694.361848246287,0,0,82,68,,,,,,,,
08/03/2021,01-00,11.5,118,0.84,1974.33007453161,0,0,82,70,,,,,,,,
,02-00,11.5,118,0.84,1974.33007453161,0,0,82,70,,,,,,,,
,03-00,11.5,118,0.84,1974.33007453161,0,0,82,70,,,,,,,,
,04-00,11.4,126,0.84,2089.85093519323,0,0,86,63,,,,,,,,
,05-00,11.3,138,0.84,2268.80642463124,0,0,86,63,,,,,,,,
,06-00,11,241,0.84,3857.00002032668,0,0,86,63,,,,,,,,
,07-00,11.5,256,0.84,4283.29236508553,0,0,88,56,,,,,,,,
,08-00,11.6,274,0.84,4624.32624089261,0,0,88,56,,,,,,,,
,09-00,11.8,273,0.84,4686.887916062,0,0,88,56,,,,,,,,
,10-00,11.6,270,0.84,4556.81782861681,0,0,89,58,,,,,,,,
,11-00,11.7,268,0.84,4562.0555502589,0,0,89,58,1,,,,,,,
,12-00,11.6,263,0.84,4438.67810713415,0,0,89,58,,,,,,,,
,13-00,11.9,274,0.84,4743.92088505363,0,0,85,72,,,,,,,,
,14-00,11.2,257,0.84,4187.84943738525,0,0,85,72,,,,,,,,
,15-00,11.4,242,0.84,4013.84068505366,0,0,85,72,,,,,,,,
,16-00,11.4,238,0.84,3947.49621092054,0,0,82,78,,,,,,,,
,17-00,11.4,208,0.84,3449.91265492215,0,0,82,78,,,,,,,,
,18-00,11.6,189,0.84,3189.77248003177,0,0,82,78,,,,,,,,
,19-00,11.6,49,0.84,826.978050378606,0,0,82,65,,,,,,,,
,20-00,11.6,48,0.84,810.100947309655,0,0,82,65,,,,,,,,
,21-00,11.7,48,0.84,817.084576165772,0,0,82,65,,,,,,,,
,22-00,11.7,46,0.84,783.039385492198,0,0,81,84,,,,,,,,
,23-00,11.6,46,0.84,776.346741171752,0,0,81,84,,,,,,,,
,24-00,11.6,42,0.84,708.838328895948,0,0,81,84,,,,,,,,
08/04/2021,01-00,11.6,44,0.85,751.432922355682,0,0,86,70,,,,,,,,
,02-00,11.7,82,0.85,1412.47011306434,0,0,86,70,,,,,,,,
,03-00,11.7,82,0.85,1412.47011306434,0,0,86,70,,,,,,,,
,04-00,11.6,98,0.85,1673.64605433765,0,0,89,56,,,,,,,,
,05-00,11.6,118,0.85,2015.20647359024,0,0,89,56,,,,,,,,
,06-00,11.5,235,0.85,3978.73721133666,0,0,89,56,,,,,,,,
,07-00,11.1,274,0.85,4477.68042721899,0,0,90,48,,,,,,,,
,08-00,11.1,296,0.85,4837.20221334606,0,0,90,48,,,,,,,,
,09-00,11.1,290,0.85,4739.15081712958,0,0,90,48,,,,,,,,
,10-00,11.5,285,0.85,4825.27704353595,0,0,90,47,,,,,,,,
,11-00,11.5,286,0.85,4842.20784017993,0,0,90,47,,,,,,,,
,12-00,11.8,254,0.85,4412.60727837862,0,0,90,47,,,,,,,,
,13-00,11.4,258,0.85,4330.16165993834,0,0,86,63,,,,,,,,
,14-00,11.6,252,0.85,4303.66128258254,0,0,86,63,,,,,,,,
,15-00,11.6,252,0.85,4303.66128258254,0,0,86,63,,,,,,,,
,16-00,11.6,236,0.85,4030.41294718047,0,0,86,59,,,,,,,,
,17-00,11.3,244,0.85,4059.26891363457,0,0,86,59,,,,,,,,
